0.005000 -0.055000
-0.005596 -0.328201
-0.527687 -0.860758
-0.015182 -0.357158
0.527819 -1.287798
0.031542 -1.049789
1.086833 -0.351712
0.354598 -1.297596
-0.190297 -0.438811
0.031587 -1.238261
0.039272 -0.592730
0.003848 -0.326053
-0.502070 -0.729580
-0.352652 -0.530264
-0.047749 -1.116683
0.492718 -0.421656
1.109803 -1.260659
-0.597331 -0.885548
0.022065 -0.156575
1.062303 -0.781959
0.649492 -0.402061
0.110070 -0.380711
0.842855 -0.376728
0.305014 -0.359245
-0.305816 -0.413965
-0.049573 -1.453534
0.781964 -0.342290
1.044315 -0.403703
-0.341786 -0.428654
0.939755 -1.288623
-0.004429 -1.523589
-0.030797 -0.133471
1.049279 -0.451125
-0.404812 -0.872972
1.042173 -1.043099
-0.157073 -0.367501
0.018493 -0.176289
-0.353311 -0.470820
-0.132435 -0.404231
1.089044 -0.506408
-0.236772 -0.394084
0.745424 -0.427782
0.066717 -1.302566
1.091292 -1.173649
0.147341 -1.270168
-0.006999 -0.171488
-0.021768 -0.588924
0.580978 -0.364236
-0.412190 -0.544487
-0.234490 -0.836202
0.001978 -0.317388
0.299963 -1.351229
0.578715 -1.291059
0.989159 -0.412102
0.107864 -0.363888
0.065418 -0.389769
0.078834 -0.357659
1.019038 -1.348935
1.099216 -0.621060
-0.125157 -0.910845
0.114250 -1.283470
-0.208378 -0.371879
1.030259 -1.297770
0.647064 -0.390434
0.552997 -1.366160
0.752244 -1.295740
-0.045274 -0.110058
-0.227226 -0.827922
0.017757 -0.437138
-0.585099 -0.761640
-0.493196 -0.858591
0.472945 -1.311430
-0.283517 -0.876267
0.030592 -1.165720
-0.001669 -0.271072
0.900845 -1.342345
1.059755 -0.499875
0.094246 -0.416466
0.065765 -1.287236
1.087527 -1.057312
-0.408711 -0.852124
0.645456 -1.309835
-0.184100 -0.883266
0.255089 -1.369529
-0.261929 -0.479318
0.533701 -0.348476
-0.005875 -1.079654
-0.616212 -0.851628
1.046091 -1.229568
1.045092 -0.542561
-0.350031 -0.901595
0.190458 -1.334409
-0.036649 -0.715133
0.002554 -0.930039
-0.514901 -0.725157
-0.024409 -0.306438
-0.045472 -0.769068
0.745274 -0.357132
0.515255 -0.392256
-0.005509 -0.320645
0.003513 -1.681552
-0.226755 -0.869716
-0.041399 -1.553106
0.430846 -0.341471
0.104769 -0.403194
0.639365 -0.417019
-0.397006 -0.627630
1.120456 -1.242538
0.046260 -0.759484
0.045648 -0.212180
0.314615 -0.368901
-0.002591 -0.632122
-0.007313 -0.523325
0.028796 -1.409337
0.023182 -0.435648
0.894349 -1.283409
-0.470633 -0.714469
-0.528446 -0.687002
-0.044497 -1.010705
-0.383069 -0.559147
-0.412149 -0.666146
0.036243 -0.026291
0.543416 -0.436867
0.005204 -0.133751
-0.189718 -0.835398
1.047838 -0.804310
0.123188 -0.414364
1.083290 -0.784218
0.484486 -1.299352
-0.036226 -0.022665
0.014558 -1.621154
0.210697 -0.367484
-0.298787 -0.443113
-0.300419 -0.472377
-0.020640 -1.439261
-0.313040 -0.486970
-0.380647 -0.840368
1.024989 -0.421656
-0.013676 -1.075716
1.060000 -0.466921
-0.324750 -0.471659
0.951894 -1.315762
0.572404 -1.300874
0.019616 -0.805377
1.060835 -1.079805
1.080378 -0.399462
0.348199 -1.308299
-0.317501 -0.421293
-0.330355 -0.490228
1.055066 -0.690450
0.822067 -0.362950
0.754329 -1.340416
0.049623 -0.622321
-0.036037 -0.523488
-0.037905 -1.643532
-0.116414 -0.864929
1.053577 -1.248408
0.191976 -0.358936
0.943329 -1.363546
-0.560460 -0.793074
1.074153 -0.942651
1.106871 -0.752185
-0.024307 -1.494455
0.668342 -0.379970
1.081255 -1.311325
-0.052993 -0.377505
1.121428 -1.334256
0.266965 -1.357911
1.117741 -0.586805
0.036713 -0.960201
-0.434357 -0.591043
-0.484965 -0.621487
1.062851 -0.440671
-0.011960 -0.270353
0.281042 -0.359713
0.027482 -1.380146
0.941058 -1.292151
0.488434 -0.354941
0.167119 -1.278096
0.837330 -1.316611
0.837894 -0.349185
1.117802 -0.466060
-0.365826 -0.633557
-0.032820 -1.201614
0.027232 -1.211396
-0.122910 -0.355284
0.026130 -0.206689
0.035166 -0.253680
-0.365813 -0.513995
1.113062 -1.344616
1.025210 -0.409187
-0.447494 -0.894162
0.609749 -1.280550
0.998156 -1.315799
-0.177531 -0.351947
-0.297631 -0.440250
-0.312102 -0.839216
0.014127 -0.117450
0.795730 -1.317695
0.961538 -0.420804
-0.309239 -0.437174
